Name,Location,Contact Persons,Affiliation,Source
Fifth-GenJiuJitsuTeam,"Port Perry,",Cory Sarjeant,,https://smoothcomp.com/en/club/51158
GroundstrikeFitnessandJiujitsu,"Bishop street ,",Dillon Quitugua,,https://smoothcomp.com/en/club/51204
Romanssubmissionschool,"1120 Village Lakes Blvd, LehiFL 33972,",,,https://smoothcomp.com/en/club/51245
ArenaBJJ&MMA,19148 S. 85th Pl,Dennis Hough,,https://smoothcomp.com/en/club/51274
10thPlanetSacramento,"Sacramento,",John Guthmiller,,https://smoothcomp.com/en/club/28620
SpartanAcademyMixedMartialArts,3510 Bush River Road BLDG C,Andrew Alterman,,https://smoothcomp.com/en/club/28965
GracieBarraRedondoBeach,"5147 C. Mayor,",Murillo Neto,,https://smoothcomp.com/en/club/30574
AMERICANTOPTEAMHAPPYVALLEY,Valor Ct,Marcel Ferreira,,https://smoothcomp.com/en/club/31941
KNOTSJIU-JITSU,"1966 Mountain Rd,",Cássio Martins,,https://smoothcomp.com/en/club/33983
SwordJudoSamboClub,"Manalapan ,",Kamil Basriyev,,https://smoothcomp.com/en/club/34592
JudoNaco,"Santo Domingo,",VLADIMIR ARACENA,,https://smoothcomp.com/en/club/40139
TeamMongooseBJJ,"830 Pleasant Hill Rd ,",Maajid Al-Kush,,https://smoothcomp.com/en/club/48524
SAMPABJJ,United States,Renato Migliaccio,,https://smoothcomp.com/en/club/5667
UFCGymBoston,United States,,,https://smoothcomp.com/en/club/8736
GracieBarraCastleRock,"658 Genoa Way Suite C,",Ashley Proctor,,https://smoothcomp.com/en/club/32278
KuzushiGrapplingTeam,"150 West Hastings St,",Ben Dyson,,https://smoothcomp.com/en/club/32343
Jackson’sAcoma,5505 Acoma Rd SE,Nigel Deets,,https://smoothcomp.com/en/club/32437
GracieBarraRenton,"601 S Grady Way suite r,",Shannon Higgason,,https://smoothcomp.com/en/club/32676
MidtownMMAHouston,"4916 Main St,",Chris Martinez,,https://smoothcomp.com/en/club/32795
AmericanTopTeamLongwood,"104 Commerce St,",Jacob Pollock,,https://smoothcomp.com/en/club/33127
ProcessOverPrizeAcademy,11 Hope Road,Martin Thomas,,https://smoothcomp.com/en/club/33158
GracieJiu-JitsuHawaii,PO Box 11068,Romolo Barros,,https://smoothcomp.com/en/club/33162
TAOofJiuJitsu,"8335 Laurel Canyon BL,",Robert Zorlu,,https://smoothcomp.com/en/club/33767
HooverCombatAthletics,"1896 Careys Run-Pond Creek Rd,",Nate Hoover,,https://smoothcomp.com/en/club/33801
GracieJiu-JitsuAcadia,"385 High Street ,",Kris Douglas,,https://smoothcomp.com/en/club/51317
FBCBJJ,531 S. Main St.,William Bartlett,,https://smoothcomp.com/en/club/51386
SWTCH,"3984 CR-27 Mountain Home, AR 72653,",Eric McCrary,,https://smoothcomp.com/en/club/51413
SilverbackBJJWesleyChapel,"Lutz,",Mike Del Angel,,https://smoothcomp.com/en/club/51490
KuzushiClubDalton,"801 Walnut Ave #L dalton ga 30721,",Zach Theis,,https://smoothcomp.com/en/club/51503
AllAmericanSubmissionFighting,"520 summit lane,",Parker Voss,,https://smoothcomp.com/en/club/52013
CHESSJITSU,"Santa Ana ,",Bernardo Soto,,https://smoothcomp.com/en/club/52041
CobraFighters,"Guadalajara ,",Gustavo Gonzalez Cortes,,https://smoothcomp.com/en/club/52354
GWBrazilianJiu-Jitsu,"2121 I St NW, Washington, DC 20052,",Jeremiah Nguyen,,https://smoothcomp.com/en/club/52550
MaverickMMAAcademy,"925 N Lapeer Rd suite 440, Oxford, MI 48371,",Joseph Gilliam,,https://smoothcomp.com/en/club/52660
KimuraBJJ,United States,,,https://smoothcomp.com/en/club/8778
UnitedTrainingCenter,"7619 martin way E,",Eddy Ellis,,https://smoothcomp.com/en/club/9010
Lovato'sSchoolOfBrazilianJiu-JitsuandMMA,United States,,,https://smoothcomp.com/en/club/9840
FightPrimeTrainingCenter,"1820 S Park St,",Amy Gonzalez,,https://smoothcomp.com/en/club/10290
SeraoAcademy,"580 N Rengstorff Ave,",Pedro Chacon,,https://smoothcomp.com/en/club/10636
AlgeoMMA,"King of Prussia,",Alex Weisser,,https://smoothcomp.com/en/club/10830
HighPerformanceGym,"413b No. Main Street,",Clay Burwell,,https://smoothcomp.com/en/club/11309
ZEROBJJ/SASTEAMUSA,"2300 Imdustrial Hwy, York, PA 17403,",Austin Denoncourt,,https://smoothcomp.com/en/club/11400
CannonBJJ,"Glendale As ,",Shannon Ritch,,https://smoothcomp.com/en/club/11620
EvolveTrainingCenter,"170 S Spruce Ave,",,,https://smoothcomp.com/en/club/12193
VersusBrazilianJiujijtsuAcademy,"13 West Central - Unit 4,",Rodrigo Rocha,,https://smoothcomp.com/en/club/33806
Sharkbait'sMMA&JiuJitsuAcademy,"1751 NW Burdett Crossing,",Anthony Gutierrez,,https://smoothcomp.com/en/club/33861
Ohanajiu-jitsuacademyKihei,"The Altitude Deck, 650 Lipoa Pkwy, Kihei, HI 96753,",Deaven Deboer,,https://smoothcomp.com/en/club/34037
ConquestSelfDefense,"5604 E Portland Ave ,",Rustin Tyack,,https://smoothcomp.com/en/club/34089
AcadianaJiuJitsu,"5537 Cameron St,",Clayton Hebert,,https://smoothcomp.com/en/club/34237
TechJudo,"1 High Tech Way,",Bradley Munoz,,https://smoothcomp.com/en/club/34313
BigGameWrestlingClub,"2905 W Penn St,",,,https://smoothcomp.com/en/club/34642
OrangevilleBrazilianJiu-JitsuAcademy,75 First St,Jessica Mullins,,https://smoothcomp.com/en/club/35170
KenamsJudoClub,"3710 San Fernando Rd, Glendale, CA 91204,",Aram Ghukasyan,,https://smoothcomp.com/en/club/35765
GracieBarraCharleston,"1956 Long Grove Rd. Suite 3 Mount Pleasant, South CarolinaP,",Andrew Wooten,,https://smoothcomp.com/en/club/35866
MovementJiuJitsu,"3215 Rock Creek Villa Dr, Ste C",Justin Eastland,,https://smoothcomp.com/en/club/52719
UNRVLD,"Miami,",Sebastian Morao,,https://smoothcomp.com/en/club/53162
CFA,592 Lambton St E,Zaur Gafarov,,https://smoothcomp.com/en/club/53234
VICTORYFC,"C. Ambar, P.º de Valle Verde 193, Lomas de Valle Verde, 22810 Ensenada, B.C.,",Arafath Torres,,https://smoothcomp.com/en/club/53528
50/50MartialArts,United States,Vaughn Anderson,,https://smoothcomp.com/en/club/53589
10thplanetDecatur,"108 lenwood rd sw,",Travis Thomas,,https://smoothcomp.com/en/club/54028
AcademiaShouri,"Calle Guerrero y Quintana Roo, Cumuripa, 85149 Cdad. Obregón, Son,",Irving Marquez,,https://smoothcomp.com/en/club/54088
SettingSunDojo,"4993 Niagara Ave # 109, San Diego, CA 92107,",Denis Liubchenko,,https://smoothcomp.com/en/club/54104
127BJJ,United States,Valor Boyer,,https://smoothcomp.com/en/club/2106
A-TeamJJ,"6330 Westminster Blvd,",,,https://smoothcomp.com/en/club/2108
PedroSauer-4mFitness,"2021 Van Buren Ave,",Erika Kettler,,https://smoothcomp.com/en/club/12199
MidCityMMA,4910 Banks Street New Orleans Louisiana 70119,Shawn Gayton,,https://smoothcomp.com/en/club/13095
FocusedFightTeam-ClubMMA,"5724 Harrison Ave,",Jeff Robison,,https://smoothcomp.com/en/club/13119
SpartanAcademy,United States,,,https://smoothcomp.com/en/club/13290
GracieWestchase,"12807 W Hillsborough Ave Suite F,",,,https://smoothcomp.com/en/club/14962
BrigadaBJJ,"1963 Ontario street east,",Nikolai Smith,,https://smoothcomp.com/en/club/15952
NarvaezBrazilianJiuJitsu,"9929 S Padre Island Dr,",Rojelio Narvaez,,https://smoothcomp.com/en/club/17001
PMAOakRidge,"138 Fairbanks Rd,",David Corrigan,,https://smoothcomp.com/en/club/17061
VITALJIUJITSU,2519 Pacific Hwy E,Kyle Mitchell,,https://smoothcomp.com/en/club/23415
GrapplingZoneAssociation,"2849 Miller Ranch Rd. STE #505 Pearland, TX 77584,",,,https://smoothcomp.com/en/club/24267
EmeraldCityJiuJitsu,"5665 NY-31, Cicero, NY,",Andrea Scalisi,,https://smoothcomp.com/en/club/35938
TriadMartialArtsAcademyofRuston,1323 S Service Rd W,Josh Lee,,https://smoothcomp.com/en/club/35994
HollywoodJudo,3929 Middlebury Street,Philippe Morotti,,https://smoothcomp.com/en/club/36358
SMARTJITS,8520 Pan American Fwy NE Unit A,Rafael De Freitas,,https://smoothcomp.com/en/club/36398
RossCommunityCenterJudoAcademy,"1110 W 10th St, Muncie IN 47302,",John Hampton,,https://smoothcomp.com/en/club/36559
advantagejiujitsu,6231 London Road,Ryan Kitchen,,https://smoothcomp.com/en/club/37332
"NomadBrazilianJiu-Jitsu-Sherbrooke,Qc","1581 rue denault,",Richard Martens,,https://smoothcomp.com/en/club/37591
GracieBarraAgoura,5883 Kanan Rd. Suite 16 & 17,Shariq Khan,,https://smoothcomp.com/en/club/39504
CheckmatUpland,"Upland,",Daniel Trunco,,https://smoothcomp.com/en/club/39728
CrimsonGuard,"4640 W. 103rd St,",Matt Giancarlo,,https://smoothcomp.com/en/club/39812
CaiqueJJ,"19751 S Figueroa St,",,,https://smoothcomp.com/en/club/2154
CheckmatMinneapolis,United States,Chris Cichon,,https://smoothcomp.com/en/club/2217
GracieBarraGardenGrove,"12062 Valley View St,",,,https://smoothcomp.com/en/club/2324
LegacyJiu-Jitsu-TeamAlbertoCrane,United States,,,https://smoothcomp.com/en/club/2358
LightingMMA,"23211 Del Lago Dr. Unit B.,",,,https://smoothcomp.com/en/club/2359
TheAcademyofPensacola,United States,,,https://smoothcomp.com/en/club/2510
WorldClassMMABoxing,"14042 Locust St,",,,https://smoothcomp.com/en/club/2548
AdvantageBJJ,United States,Blake Hanley,,https://smoothcomp.com/en/club/3582
Utopia,"1764 Wisconsin Ave,",Perry Wirth,,https://smoothcomp.com/en/club/3657
GracieBarraDeerfield,"710 Robert York Ave,",Marcelo De Souza,,https://smoothcomp.com/en/club/3691
TPCAnacondas,"Mario J. Montemayor 300, Cd Ideal, 66490 San Nicolás de los Garza, N.L.,",Sergio Palacios Salazar,,https://smoothcomp.com/en/club/28695
"RaptorJiuJitsu-Edmond,OK","2800 E Danforth Rd,",Gisela Perkins,,https://smoothcomp.com/en/club/29101
VictorumAthletics,1125 W Ave L8 Ste 103,,,https://smoothcomp.com/en/club/30147
SWAMA-MuayThai/Boran,"1760 Palm Ave, Suite 400",Vincent Beltran,,https://smoothcomp.com/en/club/36921
NextMoveJiuJitsu,"3301 Southern Blvd SE Suite 501 Rio Rancho NM, 87144,",Jason Howells,,https://smoothcomp.com/en/club/40257
AmericanJiuJitsu,"5701 Yadkin Rd, #140, Fayetteville, NC 28303",Nick Bunch,,https://smoothcomp.com/en/club/43661
AdamasJiuJitsu,5201 Monroe st,Dante Leon,,https://smoothcomp.com/en/club/45237
KarateSchoolDragon,"249 Bleecker st,",Mateo Latic,,https://smoothcomp.com/en/club/46240
Over/UnderBJJAcademy,United States,Russell Pititto,,https://smoothcomp.com/en/club/2398
B1Brazilianjiujitsu,United States,Collin Hill,,https://smoothcomp.com/en/club/3628
CarlsonGracieLasVegas,6320 S Pecos Rd,Bryan Calleros,,https://smoothcomp.com/en/club/39984
Wall2WallMartialArts,"3703 Lafayette Blvd,",Chuck Wall,,https://smoothcomp.com/en/club/40037
CarlsbadJiuJitsu,3125 Tiger Run Ct,Colton Duclos,,https://smoothcomp.com/en/club/40073
USAFACadetJudo,"2370 Vandenberg Dr,",Erin Clothier,,https://smoothcomp.com/en/club/40755
SouthtownJudoClub,"823 S Laredo St, San Antonio, TX 78204,",Patrick Psenak,,https://smoothcomp.com/en/club/40772
RollingWatersJiuJitsu,63917 US Highway 93 Suite 101,Owen Garcia,,https://smoothcomp.com/en/club/40946
AdasJiuJitsuAcademy,"649 Lowell St, Peabody, MA 01960,",,,https://smoothcomp.com/en/club/41166
CEPHASBRAZILIANJIU-JITSU(IBJJFF),"7703 N El Capitan Way, #120",Caio Malta,,https://smoothcomp.com/en/club/41573
DRYSDALEJIU-JITSULASVEGAS(IBJJFF),"2000 S. Rainbow, #108",Caio Malta,,https://smoothcomp.com/en/club/41576
CHECKMATNORTHRIDGE(IBJJFF),"8415 Reseda Blvd., Unit 11",Caio Malta,,https://smoothcomp.com/en/club/41880
AthleticAdvance,"Parada Calle Real,",ADRIAN ALFARO-CARBALLO,,https://smoothcomp.com/en/club/3725
RockMMA,United States,,,https://smoothcomp.com/en/club/3912
GARRAJJACADEMY,United States,DAVID FITZGERALD,,https://smoothcomp.com/en/club/5499
GRACIEBARRAKISSIMMEE,"3831 W Vine St, Suite 80",Igor Andrade,,https://smoothcomp.com/en/club/5507
AtosImpactZone,United States,James Wooldridge,,https://smoothcomp.com/en/club/6108
RibeiroJiuJitsu-IowaCityBrazilianJiuJitsu,United States,Travis Lang,,https://smoothcomp.com/en/club/6143
Unknown,United States,Adrian Favela,,https://smoothcomp.com/en/club/6160
SITYODTONGLOSANGELES,United States,YVA KRISTIANA CACES,,https://smoothcomp.com/en/club/6178
HAMMERHEADMMA/OLYMPIAMABJJ,United States,Hunter Sonnenberg,,https://smoothcomp.com/en/club/6443
DOJO•RogerCoelhoBJJ,Costa Rica,,,https://smoothcomp.com/en/club/7064
BILLBRAZILIANJIU-JITSUASSOCIATION,"11701 San Jose Blvd, suite 24,",Aparecido Bill,,https://smoothcomp.com/en/club/5491
WatsonMartialArts,United States,Elijah Korneffel,,https://smoothcomp.com/en/club/7277
TheEmpireJiuJitsu,United States,Matthew Lopez,,https://smoothcomp.com/en/club/7951
RHStudiosBJJ,"10016 Sandmeyer Ln,",John Grimmie,,https://smoothcomp.com/en/club/10924
FightZoneDMMA,"10180 Metro Pkwy Ste. 3,",,,https://smoothcomp.com/en/club/11273
LopezJiu-Jitsu,"Chandler,",Christopher Lopez,,https://smoothcomp.com/en/club/11584
GilletteJiu-Jitsu,United States,,,https://smoothcomp.com/en/club/11698
UKFGym,"960 E.Warner road suite 3 Chandler AZ 85225 ,",Cecilia Torres,,https://smoothcomp.com/en/club/12110
VibeJiuJitsu&GrapplingArts,"740 W Broadway,",Jeremy Shive,,https://smoothcomp.com/en/club/12285
TitanAthletics,"Brewer ,",Jarrod Tyler,,https://smoothcomp.com/en/club/14174
BitterrootBJJ,"Stevensville,",,,https://smoothcomp.com/en/club/41993
LopesBJJ,"1908 Sharpe's Ln #103, Brockville, ON, K6V 5T1,",Emerson Lopes Junior,,https://smoothcomp.com/en/club/42012
OkamiMartialArtsSaskatoon,"242 Cardinal Crescent ,",Crystal Greenwood,,https://smoothcomp.com/en/club/42968
COBRINHABJJLASVEGAS(IBJJFF),321 N Buffalo Dr.,Caio Malta,,https://smoothcomp.com/en/club/43105
WestClovisJudo,"7676 N First street, Fresno CA 93720,",Vahan Ghevondian,,https://smoothcomp.com/en/club/43175
GracieUnited-TeamJucaoSlidell,"39510 E. Hwy 190,",Chris Battaglia,,https://smoothcomp.com/en/club/43262
HeadquartersFitnessandMartialArts(HQMARTIALARTS),"3350 35th Ave S Ste 7, Fargo ND. 58104,",Jason Natal,,https://smoothcomp.com/en/club/43375
LockhartJiujitsu,"Lockhart,",,,https://smoothcomp.com/en/club/43582
GracieBarraMiramar,17195 Miramar Pkwy,,,https://smoothcomp.com/en/club/43607
GracieBarraMaricopa,"21576 N. John Wayne Pkwy,",Vincent Calleros,,https://smoothcomp.com/en/club/43650
BulldogFightTeam,United States,Tyler Kinney,,https://smoothcomp.com/en/club/7215
Checkmat,United States,,,https://smoothcomp.com/en/club/7509
GracieBarraAlbrook,Panama,Federico Brisky,,https://smoothcomp.com/en/club/8005
WestCoastFightTeam,United States,Junior Duran,,https://smoothcomp.com/en/club/8044
LegendsTrainingCentre,Canada,,,https://smoothcomp.com/en/club/8192
GracieBarraBothell,"13402 Bothell Everett HWY,",Robert Collings,,https://smoothcomp.com/en/club/8316
SerrabjjAcademy,United States,Jonathan Vazquez,,https://smoothcomp.com/en/club/8340
SouthShoreSportfighting,United States,William Mahoney,,https://smoothcomp.com/en/club/8719
FoundryBJJ,United States,,,https://smoothcomp.com/en/club/8727
KimuraBJJ,United States,,,https://smoothcomp.com/en/club/8778
NyUnitedBjj,"9 N Airmont Rd Suite 101,",Christine Winter,,https://smoothcomp.com/en/club/17092
LoyaltyBJJ,"273 Pascack Rd,",Sammy Viana,,https://smoothcomp.com/en/club/17925
SouthTexasGrapplingTeam,"2402 US-77 BUS,",Juan Caballero Jr.,,https://smoothcomp.com/en/club/18393
BigCountryMMA,"8 1/2 Durham St E,",Marissa Hembruff,,https://smoothcomp.com/en/club/22116
10thplanetauburn,United States,Derek Stewart,,https://smoothcomp.com/en/club/23419
TexasGrapplingAcademysomerset,"19015 k street,",Richard Gonzalez,,https://smoothcomp.com/en/club/24279
UbuntuCostaRica-AJR,"Calle Marcelino Champagnat,",Arimateia Junior,,https://smoothcomp.com/en/club/24891
J3JiuJitsu,"13695 GA-9,",Erica Williams,,https://smoothcomp.com/en/club/25549
BonsaiJiuJitsuAcademy-NC,"2307 E Ash St,",Ruben Rivas,,https://smoothcomp.com/en/club/26389
510Judo,"1029 Macarthur Boulevard,",Jonah Ewell,,https://smoothcomp.com/en/club/29335
UFCGymPlacerville,4615 Missouri Flat Rd,Hunter Olivier,,https://smoothcomp.com/en/club/43655
FrontLineJiu-JitsuAcademy,"Manassas,",Ricardo Ribeiro,,https://smoothcomp.com/en/club/43662
ReviveVidor,"2722 hwy 12,",Kaegan Knighten,,https://smoothcomp.com/en/club/43787
Checkmat-CSI,"715 N Glasscock rd unit 6 ,",Johnny Chapa,,https://smoothcomp.com/en/club/44173
InfiniteAthletics,"4220 W. Opportunity Way #102 ,",Jeremy Maki,,https://smoothcomp.com/en/club/44315
BudoTatami,"6730 Browns Bridge Rd Suite 400,",Ismael Saturno,,https://smoothcomp.com/en/club/44861
LastRollJiu-Jitsu,"501 23rd Street West,",Clint Diekema,,https://smoothcomp.com/en/club/45036
BlackFlagBJJ,"193 N Centennial Way,",Jayson Dedmon,,https://smoothcomp.com/en/club/45118
GoldenDragonAcademyofWilliamsport,"230 W 3rd St Suite 314,",David Agama,,https://smoothcomp.com/en/club/45779
HigsPerformanceAcademy,"2744 Taylor road,",,,https://smoothcomp.com/en/club/45802
Themartialartszone,United States,,,https://smoothcomp.com/en/club/8781
617FightSports,United States,,,https://smoothcomp.com/en/club/8790
JasonMatherlyTeam,United States,,,https://smoothcomp.com/en/club/8948
CamarilloJiujitsu,"811 19th st,",Daniel Camarillo,,https://smoothcomp.com/en/club/9104
upstreambjj,"207 N 3rd St,",Phillip Thai,,https://smoothcomp.com/en/club/9127
"MarioAiellobjjEnsenada,Mexico","Ave. francisco Gonzalez Bocanegra 1717 ,",Jesus Mendez Araujo,,https://smoothcomp.com/en/club/9688
CastroMMA&BJJ(RalphGracieAffiliate),"450 W Larch Rd Suite #1,",Julio Castro,,https://smoothcomp.com/en/club/9701
UniversityofCombatSports,"917 w foothill Blvd, Upland ,",Kenneth Park,,https://smoothcomp.com/en/club/9875
ExperienceMMA,Canada,Danny Fung,,https://smoothcomp.com/en/club/9920
TaiKaiBJJ,United States,,,https://smoothcomp.com/en/club/9924
CombatSport&FitnessLLC,"750 WA-410,",Jeffery R Hougland,,https://smoothcomp.com/en/club/29737
LEAOBJJCHIRIQUI,"David, Chiriquí,",,,https://smoothcomp.com/en/club/43985
LansangJiujitsu,"10656 Rosecrans Ave Norwalk ca 90650,",Mike Celano,,https://smoothcomp.com/en/club/2681
MaximGym,United States,Valarie Jimenez,,https://smoothcomp.com/en/club/4016
RCJMACHADO,United States,JOHN HENDERSON,,https://smoothcomp.com/en/club/5328
DOJO•RogerCoelhoBJJ,Costa Rica,,,https://smoothcomp.com/en/club/7064
ApexMartialArts,"13571 Verdun Place,",Marcy Hilario,,https://smoothcomp.com/en/club/7723
TitanMMA(coquitlam),Canada,Tylor Nicholson,,https://smoothcomp.com/en/club/8511
JungleGymMartialArts,"New York,",Isaiah Kelly,,https://smoothcomp.com/en/club/8537
BMAC,United States,Alex Marshall,,https://smoothcomp.com/en/club/8802
GrandRiverBJJCiceroCosthaCanada,89 Main Street,Cicero Schiavini,,https://smoothcomp.com/en/club/46342
SBYMMAandFitness,"600 Glen Avenue ,",Branden Hudson,,https://smoothcomp.com/en/club/46477
VersusJiuJitsuTeam,6195 Lake Murray Blvd,Jaxon Azziz,,https://smoothcomp.com/en/club/46662
Graciebarramonterrey,Plaza Hyatt 306,Eduardo Jose Garcia Guajardo,,https://smoothcomp.com/en/club/46715
bOaBJJAcademy,8324 Bell Creek,Daniel Staats,,https://smoothcomp.com/en/club/46966
MAYKO&KARENBRAZILIANJIU-JITSU(IBJJFF),1636 W Camelback Rd.,IBJJFF Staff 1,,https://smoothcomp.com/en/club/47237
GracieBarraWestLasVegas,"Las Vegas ,",MICHAEL RAINS,,https://smoothcomp.com/en/club/47468
GracieBarraKirkland-Quebec,"16751, Hymus blvd. H9H 3L4, Kirkland, QC,",Luiz Goncalves,,https://smoothcomp.com/en/club/47998
CrucibleJiuJitsu,"2610 Milford rd,",Jesse Cruz,,https://smoothcomp.com/en/club/48176
PatronusJiuJitsu,"51630 Bluewood Ave, La Pine, OR 97739,",Taygan Klinger,,https://smoothcomp.com/en/club/49941
CobraKaiJiuJitsuSouthWest,7060 W. Sunset Rd. Unit 110,Catalina Favela,,https://smoothcomp.com/en/club/9958
Prodigyjiujitsu,United States,,,https://smoothcomp.com/en/club/9964
Zmata,United States,,,https://smoothcomp.com/en/club/10074
CheckmatHQ,"3290 E 19th Street,",Amelie Warren,,https://smoothcomp.com/en/club/10100
SummitCountyJiuJitsu,"842 N Summit Blvd #29,",Adam Strauss,,https://smoothcomp.com/en/club/10172
MilestoneMartialArts,"6255 W Maule Ave Suite 150,",Leandro Lorenco,,https://smoothcomp.com/en/club/10180
CodellaBrazilianJiuJitsu,"3755 Victory Boulevard,",Wagner Ricardo,,https://smoothcomp.com/en/club/10190
TeamTopNotch,"226 W Stone Rd ,",Jose Vazquez,,https://smoothcomp.com/en/club/10502
AbsoluteMMABehring,"1338 W 7800 S,",Bret Gold,,https://smoothcomp.com/en/club/10558
IvanSalaverryMMA,"230 8th Ave N Seattle, WA 98109 United States,",Henry Yuan,,https://smoothcomp.com/en/club/10637
RobertoKaelinBJJ,United States,,,https://smoothcomp.com/en/club/8883
GoldCountryJiuJitsu,"10101 Streeter rd # F,",,,https://smoothcomp.com/en/club/9204
AkbariBJJ,"6700 Folsom Blvd,",Dustin Akbari,,https://smoothcomp.com/en/club/9214
NorthCoastJiuJitsuVista,"131 Main Street ,",Jake Mapes,,https://smoothcomp.com/en/club/9243
StriveBJJ,"3 E Evesham Rd, Voorhees Township, NJ 08043,",Thomas Tait,,https://smoothcomp.com/en/club/11020
RenzoGracieGarwood,"155 South Avenue,",,,https://smoothcomp.com/en/club/11390
MidwestTrainingCenter,"455 E pkwy #103,",Alex Rego,,https://smoothcomp.com/en/club/11581
FighttoWinofDenver,"7558 Hwy. 73 #109 Denver, NC 28037,",Joey Plyler,,https://smoothcomp.com/en/club/12284
Studio360BrazilianJiu-Jitsu,"122 Waller Mill Suite A/B, Williamsburg, VA 23185,",Studio 360 Brazilian Jiu-Jitsu,,https://smoothcomp.com/en/club/15617
NovaUniaoSt-Jean,"685, Saint-Jacques,",Fabrice Girard-Ferland,,https://smoothcomp.com/en/club/15633
CUNHABRAZILIANJIU-JITSU,"8671 JAMESTOWN DR 33884,",FRONTIN CUNHA,,https://smoothcomp.com/en/club/49976
TheClinicJiuJitsu/TeamMicaKanab,"256 west 300 north,",Dhiren Pandya,,https://smoothcomp.com/en/club/50067
HeroAthletics,"11214 Outlet Drive Knoxville tn 37932,",Shamir Peshewa,,https://smoothcomp.com/en/club/50279
Seung-Ni,"6700 Weiss St,",Joshua Franz,,https://smoothcomp.com/en/club/50374
NTXMMA,"2010 W. White St, Suite #145",Curtis Bodin,,https://smoothcomp.com/en/club/50519
OMETZJIUJITSU,897 west lee highway,Dale Pickett,,https://smoothcomp.com/en/club/50711
GroundedArtsJiuJitsu,1670 Mount Jefferson Road,Santiago Espinosa,,https://smoothcomp.com/en/club/51050
MatrixJiuJitsu,1504 Elm Hill Pike,Andrew Kordower,,https://smoothcomp.com/en/club/51093
LionUpMartialArtsAcademy,5400 S. Biscayne Ave. Unit F,Solana McCaughen,,https://smoothcomp.com/en/club/51231
Romanssubmissionschool,"1120 Village Lakes Blvd, LehiFL 33972,",,,https://smoothcomp.com/en/club/51245
MMA&Sport,"26123 Ridge Road,",Sayre Kendall,,https://smoothcomp.com/en/club/11159
LopezJiu-Jitsu,"Chandler,",Christopher Lopez,,https://smoothcomp.com/en/club/11584
RilionGracieGuatemala,"24 calle 15-35 zona 13,",,,https://smoothcomp.com/en/club/11639
SiegeMMA,United States,AZBJJL Support,,https://smoothcomp.com/en/club/11676
CrossoverBJJAcademy,"11931 W bluemound rd.,",Eric Gajewski,,https://smoothcomp.com/en/club/11708
GoliathJiuJitsu,"5126 Broadway Ave,",Daniel Roy,,https://smoothcomp.com/en/club/11959
TheAcademy/TeamShawnHammonds,"1214 Louisville Hwy,",Titus Matherley,,https://smoothcomp.com/en/club/12167
GracieBarraNewMexico-WestSide,"3200 La Orilla Rd NW Suite D-5,",Filipe Matos,,https://smoothcomp.com/en/club/12341
CorvoMartialArts-SoulFightersTX,"810 West Arapaho Suite 94,",Tony Trammell,,https://smoothcomp.com/en/club/12361
CardosoJiuJitsu,"12812 sw 122nd ave,",Juan Ramos,,https://smoothcomp.com/en/club/12363
UnitedJiuJitsuTeam,"10727 Hartsook St,",James Henry,,https://smoothcomp.com/en/club/15814
TeamIronmanUltimateTraining,"7201 Arlington Ave,",Nathan Melchor,,https://smoothcomp.com/en/club/15980
GracieBarraSpringHill,"2001 campbell station pkwy, spring hill, tn,",,,https://smoothcomp.com/en/club/16140
HayesMMA,"1420 Island Ford Rd,",Jaxen Hardrick,,https://smoothcomp.com/en/club/16584
GracieTechnicsHonolulu,"1222 Kaumualii St. Honolulu, HI 96817,",Jamone Soon,,https://smoothcomp.com/en/club/17772
ArnoldBrazilianJiuJitsu,United States,,,https://smoothcomp.com/en/club/21050
SatorinoMichidojo,"5412 Madison Ave #100, Sacramento, CA zip 95841 ,",Dmytro Tarasov,,https://smoothcomp.com/en/club/25272
RMMA,"891 S IL Route 59,",Chloe Takala,,https://smoothcomp.com/en/club/25909
NorthIdahoJiuJitsu,"1411 N Division Ave Sandpoint ID 83864,",Jon Brown,,https://smoothcomp.com/en/club/29698
BurnsvilleMartialArtsAcademy,1401 Cliff Road E,Justin Kratzke,,https://smoothcomp.com/en/club/32598
RebellionMMA,"9825 Carroll Centre Rd #100, San Diego, CA 92126,",,,https://smoothcomp.com/en/club/51489
KuzushiClubDalton,"801 Walnut Ave #L dalton ga 30721,",Zach Theis,,https://smoothcomp.com/en/club/51503
Fortifiedfitness,"9744 E Bankhead hwy ,",Devin Miller,,https://smoothcomp.com/en/club/51686
SelecciónFEDOJUDO,"Distrito Nacional,",JESSICA STEPHANIE MARCELINO MERCEDES,,https://smoothcomp.com/en/club/52044
"MataLeãoJiu-Jitsu-Erie,PA","2503 West 15th Street Suite 5,",Scott McCausland,,https://smoothcomp.com/en/club/52421
ATTPDX/FSBJJ,"97200 se 92nd ave suite e ,",Fabiano Scherner,,https://smoothcomp.com/en/club/52652
EtobicokeBJJ,"2918 Lakeshore BLVD West ,",Gabriel Britto,,https://smoothcomp.com/en/club/52734
NewtownShinseikan,"98456 kaahele st aiea hi 96701,",Gerick Ragudos,,https://smoothcomp.com/en/club/52795
PrecisionGrappling,3142 Waialae Avenue,Aaron Sekulich,,https://smoothcomp.com/en/club/52819
ProyectoLunaPark-RōninBJJ,"San José ,",Diego Gómez,,https://smoothcomp.com/en/club/53255
